City,State,ZipCode,County
Le Center,Minnesota,56057,Le Sueur
Le Sueur,Minnesota,56058,Le Sueur
Montgomery,Minnesota,56069,Le Sueur
New Prague,Minnesota,56071,Le Sueur
Waterville,Minnesota,56096,Le Sueur
Arco,Minnesota,56113,Lincoln
Hendricks,Minnesota,56136,Lincoln
Ivanhoe,Minnesota,56142,Lincoln
Lake Benton,Minnesota,56149,Lincoln
Tyler,Minnesota,56178,Lincoln
Balaton,Minnesota,56115,Lyon
Garvin,Minnesota,56132,Lyon
Lynd,Minnesota,56157,Lyon
Russell,Minnesota,56169,Lyon
Tracy,Minnesota,56175,Lyon
Cottonwood,Minnesota,56229,Lyon
Ghent,Minnesota,56239,Lyon
Marshall,Minnesota,56258,Lyon
Minneota,Minnesota,56264,Lyon
Taunton,Minnesota,56291,Lyon
Brownton,Minnesota,55312,McLeod
Glencoe,Minnesota,55336,McLeod
Hutchinson,Minnesota,55350,McLeod
Lester Prairie,Minnesota,55354,McLeod
Plato,Minnesota,55370,McLeod
Silver Lake,Minnesota,55381,McLeod
Stewart,Minnesota,55385,McLeod
Winsted,Minnesota,55395,McLeod
Bejou,Minnesota,56516,Mahnomen
Mahnomen,Minnesota,56557,Mahnomen
Naytahwaush,Minnesota,56566,Mahnomen
Waubun,Minnesota,56589,Mahnomen
Alvarado,Minnesota,56710,Marshall
Argyle,Minnesota,56713,Marshall
Gatzke,Minnesota,56724,Marshall
Grygla,Minnesota,56727,Marshall
Middle River,Minnesota,56737,Marshall
Newfolden,Minnesota,56738,Marshall
Oslo,Minnesota,56744,Marshall
Stephen,Minnesota,56757,Marshall
Strandquist,Minnesota,56758,Marshall
Viking,Minnesota,56760,Marshall
Warren,Minnesota,56762,Marshall
Fairmont,Minnesota,56031,Martin
Granada,Minnesota,56039,Martin
Northrop,Minnesota,56075,Martin
Truman,Minnesota,56088,Martin
Ceylon,Minnesota,56121,Martin
Dunnell,Minnesota,56127,Martin
Ormsby,Minnesota,56162,Martin
Sherburn,Minnesota,56171,Martin
Trimont,Minnesota,56176,Martin
Welcome,Minnesota,56181,Martin
Darwin,Minnesota,55324,Meeker
Dassel,Minnesota,55325,Meeker
Eden Valley,Minnesota,55329,Meeker
Litchfield,Minnesota,55355,Meeker
Watkins,Minnesota,55389,Meeker
Cosmos,Minnesota,56228,Meeker
Grove City,Minnesota,56243,Meeker
Princeton,Minnesota,55371,Mille Lacs
Bock,Minnesota,56313,Mille Lacs
Foreston,Minnesota,56330,Mille Lacs
Isle,Minnesota,56342,Mille Lacs
Milaca,Minnesota,56353,Mille Lacs
Onamia,Minnesota,56359,Mille Lacs
Pease,Minnesota,56363,Mille Lacs
Wahkon,Minnesota,56386,Mille Lacs
Bowlus,Minnesota,56314,Morrison
Buckman,Minnesota,56317,Morrison
Flensburg,Minnesota,56328,Morrison
Hillman,Minnesota,56338,Morrison
Lastrup,Minnesota,56344,Morrison
Little Falls,Minnesota,56345,Morrison
Pierz,Minnesota,56364,Morrison
Royalton,Minnesota,56373,Morrison
Swanville,Minnesota,56382,Morrison
Upsala,Minnesota,56384,Morrison
Waite Park,Minnesota,56388,Morrison
Cushing,Minnesota,56443,Morrison
Motley,Minnesota,56466,Morrison
Randall,Minnesota,56475,Morrison
Adams,Minnesota,55909,Mower
Austin,Minnesota,55912,Mower
Brownsdale,Minnesota,55918,Mower
Dexter,Minnesota,55926,Mower
Elkton,Minnesota,55933,Mower
Grand Meadow,Minnesota,55936,Mower
Lansing,Minnesota,55950,Mower
Le Roy,Minnesota,55951,Mower
Lyle,Minnesota,55953,Mower
Racine,Minnesota,55967,Mower
Rose Creek,Minnesota,55970,Mower
Sargeant,Minnesota,55973,Mower
Taopi,Minnesota,55977,Mower
Waltham,Minnesota,55982,Mower
Avoca,Minnesota,56114,Murray
Chandler,Minnesota,56122,Murray
Currie,Minnesota,56123,Murray
Dovray,Minnesota,56125,Murray
Fulda,Minnesota,56131,Murray
Iona,Minnesota,56141,Murray
Lake Wilson,Minnesota,56151,Murray
Slayton,Minnesota,56172,Murray
Mankato,Minnesota,56003,Nicollet
Courtland,Minnesota,56021,Nicollet
Lafayette,Minnesota,56054,Nicollet
Nicollet,Minnesota,56074,Nicollet
Saint Peter,Minnesota,56082,Nicollet
Adrian,Minnesota,56110,Nobles
Bigelow,Minnesota,56117,Nobles
Brewster,Minnesota,56119,Nobles
Ellsworth,Minnesota,56129,Nobles
Leota,Minnesota,56153,Nobles
Lismore,Minnesota,56155,Nobles
Reading,Minnesota,56165,Nobles
Round Lake,Minnesota,56167,Nobles
Rushmore,Minnesota,56168,Nobles
Wilmont,Minnesota,56185,Nobles
Worthington,Minnesota,56187,Nobles
Ada,Minnesota,56510,Norman
Borup,Minnesota,56519,Norman
Flom,Minnesota,56541,Norman
Gary,Minnesota,56545,Norman
Halstad,Minnesota,56548,Norman
Hendrum,Minnesota,56550,Norman
Perley,Minnesota,56574,Norman
Shelly,Minnesota,56581,Norman
Twin Valley,Minnesota,56584,Norman
Rochester,Minnesota,55901,Olmsted
Rochester,Minnesota,55902,Olmsted
Rochester,Minnesota,55903,Olmsted
Rochester,Minnesota,55904,Olmsted
Rochester,Minnesota,55905,Olmsted
Rochester,Minnesota,55906,Olmsted
Byron,Minnesota,55920,Olmsted
Dover,Minnesota,55929,Olmsted
Eyota,Minnesota,55934,Olmsted
Oronoco,Minnesota,55960,Olmsted
Stewartville,Minnesota,55976,Olmsted
Dalton,Minnesota,56324,Otter Tail
Parkers Prairie,Minnesota,56361,Otter Tail
Battle Lake,Minnesota,56515,Otter Tail
Bluffton,Minnesota,56518,Otter Tail
Clitherall,Minnesota,56524,Otter Tail
Deer Creek,Minnesota,56527,Otter Tail
Dent,Minnesota,56528,Otter Tail
Elizabeth,Minnesota,56533,Otter Tail
Erhard,Minnesota,56534,Otter Tail
Fergus Falls,Minnesota,56537,Otter Tail
Fergus Falls,Minnesota,56538,Otter Tail
Henning,Minnesota,56551,Otter Tail
New York Mills,Minnesota,56567,Otter Tail
Ottertail,Minnesota,56571,Otter Tail
Pelican Rapids,Minnesota,56572,Otter Tail
Perham,Minnesota,56573,Otter Tail
Richville,Minnesota,56576,Otter Tail
Underwood,Minnesota,56586,Otter Tail
Vergas,Minnesota,56587,Otter Tail
Vining,Minnesota,56588,Otter Tail
Thief River Falls,Minnesota,56701,Pennington
Goodridge,Minnesota,56725,Pennington
Saint Hilaire,Minnesota,56754,Pennington
Brook Park,Minnesota,55007,Pine
Grasston,Minnesota,55030,Pine
Henriette,Minnesota,55036,Pine
Hinckley,Minnesota,55037,Pine
Pine City,Minnesota,55063,Pine
Rock Creek,Minnesota,55067,Pine
Sandstone,Minnesota,55072,Pine
Askov,Minnesota,55704,Pine
Bruno,Minnesota,55712,Pine
Finlayson,Minnesota,55735,Pine
Kerrick,Minnesota,55756,Pine
Sturgeon Lake,Minnesota,55783,Pine
Willow River,Minnesota,55795,Pine
Edgerton,Minnesota,56128,Pipestone
Holland,Minnesota,56139,Pipestone
Ihlen,Minnesota,56140,Pipestone
Jasper,Minnesota,56144,Pipestone
Pipestone,Minnesota,56164,Pipestone
Ruthton,Minnesota,56170,Pipestone
Woodstock,Minnesota,56186,Pipestone
Beltrami,Minnesota,56517,Polk
Climax,Minnesota,56523,Polk
Erskine,Minnesota,56535,Polk
Fertile,Minnesota,56540,Polk
Fosston,Minnesota,56542,Polk
Mcintosh,Minnesota,56556,Polk
Nielsville,Minnesota,56568,Polk
Winger,Minnesota,56592,Polk
Gully,Minnesota,56646,Polk
Lengby,Minnesota,56651,Polk
Trail,Minnesota,56684,Polk
Crookston,Minnesota,56716,Polk
East Grand Forks,Minnesota,56721,Polk
Euclid,Minnesota,56722,Polk
Fisher,Minnesota,56723,Polk
Mentor,Minnesota,56736,Polk
Cyrus,Minnesota,56323,Pope
Farwell,Minnesota,56327,Pope
Glenwood,Minnesota,56334,Pope
Lowry,Minnesota,56349,Pope
Starbuck,Minnesota,56381,Pope
Villard,Minnesota,56385,Pope
Saint Paul,Minnesota,55101,Ramsey
Saint Paul,Minnesota,55102,Ramsey
Saint Paul,Minnesota,55103,Ramsey
Saint Paul,Minnesota,55104,Ramsey
Saint Paul,Minnesota,55105,Ramsey
Saint Paul,Minnesota,55106,Ramsey
Saint Paul,Minnesota,55107,Ramsey
Saint Paul,Minnesota,55108,Ramsey
Saint Paul,Minnesota,55109,Ramsey
Saint Paul,Minnesota,55110,Ramsey
Saint Paul,Minnesota,55112,Ramsey
Saint Paul,Minnesota,55113,Ramsey
Saint Paul,Minnesota,55114,Ramsey
Saint Paul,Minnesota,55116,Ramsey
Saint Paul,Minnesota,55117,Ramsey
Saint Paul,Minnesota,55119,Ramsey
Saint Paul,Minnesota,55126,Ramsey
Saint Paul,Minnesota,55127,Ramsey
Saint Paul,Minnesota,55130,Ramsey
Saint Paul,Minnesota,55133,Ramsey
Saint Paul,Minnesota,55144,Ramsey
Saint Paul,Minnesota,55145,Ramsey
Saint Paul,Minnesota,55146,Ramsey
Saint Paul,Minnesota,55155,Ramsey
Saint Paul,Minnesota,55164,Ramsey
Saint Paul,Minnesota,55165,Ramsey
Saint Paul,Minnesota,55170,Ramsey
Saint Paul,Minnesota,55172,Ramsey
Saint Paul,Minnesota,55175,Ramsey
Saint Paul,Minnesota,55187,Ramsey
Saint Paul,Minnesota,55188,Ramsey
Brooks,Minnesota,56715,Red Lake
Oklee,Minnesota,56742,Red Lake
Plummer,Minnesota,56748,Red Lake
Red Lake Falls,Minnesota,56750,Red Lake
Sanborn,Minnesota,56083,Redwood
Lamberton,Minnesota,56152,Redwood
Revere,Minnesota,56166,Redwood
Walnut Grove,Minnesota,56180,Redwood
Belview,Minnesota,56214,Redwood
Clements,Minnesota,56224,Redwood
Lucan,Minnesota,56255,Redwood
Milroy,Minnesota,56263,Redwood
Morgan,Minnesota,56266,Redwood
Redwood Falls,Minnesota,56283,Redwood
Seaforth,Minnesota,56287,Redwood
Vesta,Minnesota,56292,Redwood
Wabasso,Minnesota,56293,Redwood
Wanda,Minnesota,56294,Redwood
Bird Island,Minnesota,55310,Renville
Buffalo Lake,Minnesota,55314,Renville
Fairfax,Minnesota,55332,Renville
Franklin,Minnesota,55333,Renville
Hector,Minnesota,55342,Renville
Danube,Minnesota,56230,Renville
Morton,Minnesota,56270,Renville
Olivia,Minnesota,56277,Renville
Renville,Minnesota,56284,Renville
Sacred Heart,Minnesota,56285,Renville
Dundas,Minnesota,55019,Rice
Faribault,Minnesota,55021,Rice
Lonsdale,Minnesota,55046,Rice
Morristown,Minnesota,55052,Rice
Nerstrand,Minnesota,55053,Rice
Northfield,Minnesota,55057,Rice
Warsaw,Minnesota,55087,Rice
Webster,Minnesota,55088,Rice
Beaver Creek,Minnesota,56116,Rock
Hardwick,Minnesota,56134,Rock
Hills,Minnesota,56138,Rock
Kanaranzi,Minnesota,56146,Rock
Kenneth,Minnesota,56147,Rock
Luverne,Minnesota,56156,Rock
Magnolia,Minnesota,56158,Rock
Steen,Minnesota,56173,Rock
Roosevelt,Minnesota,56673,Roseau
Swift,Minnesota,56682,Roseau
Badger,Minnesota,56714,Roseau
Greenbush,Minnesota,56726,Roseau
Roseau,Minnesota,56751,Roseau
Salol,Minnesota,56756,Roseau
Strathcona,Minnesota,56759,Roseau
Wannaska,Minnesota,56761,Roseau
Warroad,Minnesota,56763,Roseau
Brimson,Minnesota,55602,St. Louis
Alborn,Minnesota,55702,St. Louis
Angora,Minnesota,55703,St. Louis
Aurora,Minnesota,55705,St. Louis
Babbitt,Minnesota,55706,St. Louis
Biwabik,Minnesota,55708,St. Louis
Britt,Minnesota,55710,St. Louis
Brookston,Minnesota,55711,St. Louis
Buhl,Minnesota,55713,St. Louis
Canyon,Minnesota,55717,St. Louis
Chisholm,Minnesota,55719,St. Louis
Cook,Minnesota,55723,St. Louis
Cotton,Minnesota,55724,St. Louis
Crane Lake,Minnesota,55725,St. Louis
Ely,Minnesota,55731,St. Louis
Embarrass,Minnesota,55732,St. Louis
Eveleth,Minnesota,55734,St. Louis
Floodwood,Minnesota,55736,St. Louis
Forbes,Minnesota,55738,St. Louis
Gilbert,Minnesota,55741,St. Louis
Hibbing,Minnesota,55746,St. Louis
Hibbing,Minnesota,55747,St. Louis
Hoyt Lakes,Minnesota,55750,St. Louis
Iron,Minnesota,55751,St. Louis
Kinney,Minnesota,55758,St. Louis
Makinen,Minnesota,55763,St. Louis
Meadowlands,Minnesota,55765,St. Louis
Melrude,Minnesota,55766,St. Louis
Mountain Iron,Minnesota,55768,St. Louis
Orr,Minnesota,55771,St. Louis
Nett Lake,Minnesota,55772,St. Louis
Virginia,Minnesota,55777,St. Louis
Saginaw,Minnesota,55779,St. Louis
Side Lake,Minnesota,55781,St. Louis
Soudan,Minnesota,55782,St. Louis
Tower,Minnesota,55790,St. Louis
Twig,Minnesota,55791,St. Louis
Virginia,Minnesota,55792,St. Louis
Winton,Minnesota,55796,St. Louis
Duluth,Minnesota,55801,St. Louis
Duluth,Minnesota,55802,St. Louis
Duluth,Minnesota,55803,St. Louis
Duluth,Minnesota,55804,St. Louis
Duluth,Minnesota,55805,St. Louis
Duluth,Minnesota,55806,St. Louis
Duluth,Minnesota,55807,St. Louis
Duluth,Minnesota,55808,St. Louis
Duluth,Minnesota,55810,St. Louis
Duluth,Minnesota,55811,St. Louis
Duluth,Minnesota,55812,St. Louis
Duluth,Minnesota,55814,St. Louis
Duluth,Minnesota,55815,St. Louis
Duluth,Minnesota,55816,St. Louis
Elko New Market,Minnesota,55020,Scott
Elko New Market,Minnesota,55054,Scott
Jordan,Minnesota,55352,Scott
Prior Lake,Minnesota,55372,Scott
Savage,Minnesota,55378,Scott
Shakopee,Minnesota,55379,Scott
Belle Plaine,Minnesota,56011,Scott
Becker,Minnesota,55308,Sherburne
Big Lake,Minnesota,55309,Sherburne
Clear Lake,Minnesota,55319,Sherburne
Elk River,Minnesota,55330,Sherburne
Santiago,Minnesota,55377,Sherburne
Zimmerman,Minnesota,55398,Sherburne
Arlington,Minnesota,55307,Sibley
Gaylord,Minnesota,55334,Sibley
Gibbon,Minnesota,55335,Sibley
Green Isle,Minnesota,55338,Sibley
New Auburn,Minnesota,55366,Sibley
Winthrop,Minnesota,55396,Sibley
Henderson,Minnesota,56044,Sibley
Kimball,Minnesota,55353,Stearns
Saint Cloud,Minnesota,56301,Stearns
Saint Cloud,Minnesota,56302,Stearns
Saint Cloud,Minnesota,56303,Stearns
Saint Cloud,Minnesota,56304,Stearns
Albany,Minnesota,56307,Stearns
Avon,Minnesota,56310,Stearns
Belgrade,Minnesota,56312,Stearns
Brooten,Minnesota,56316,Stearns
Cold Spring,Minnesota,56320,Stearns
Collegeville,Minnesota,56321,Stearns
Elrosa,Minnesota,56325,Stearns
Freeport,Minnesota,56331,Stearns
Greenwald,Minnesota,56335,Stearns
Holdingford,Minnesota,56340,Stearns
Melrose,Minnesota,56352,Stearns
New Munich,Minnesota,56356,Stearns
Paynesville,Minnesota,56362,Stearns
Richmond,Minnesota,56368,Stearns
Rockville,Minnesota,56369,Stearns
Roscoe,Minnesota,56371,Stearns
Saint Cloud,Minnesota,56372,Stearns
Saint Joseph,Minnesota,56374,Stearns
Saint Stephen,Minnesota,56375,Stearns
Saint Martin,Minnesota,56376,Stearns
Sartell,Minnesota,56377,Stearns
Sauk Centre,Minnesota,56378,Stearns
Waite Park,Minnesota,56387,Stearns
Saint Cloud,Minnesota,56393,Stearns
Saint Cloud,Minnesota,56395,Stearns
Saint Cloud,Minnesota,56396,Stearns
Saint Cloud,Minnesota,56397,Stearns
Saint Cloud,Minnesota,56398,Stearns
Saint Cloud,Minnesota,56399,Stearns
Medford,Minnesota,55049,Steele
Owatonna,Minnesota,55060,Steele
Blooming Prairie,Minnesota,55917,Steele
Ellendale,Minnesota,56026,Steele
Hope,Minnesota,56046,Steele
Alberta,Minnesota,56207,Stevens
Chokio,Minnesota,56221,Stevens
Donnelly,Minnesota,56235,Stevens
Hancock,Minnesota,56244,Stevens
Morris,Minnesota,56267,Stevens
Appleton,Minnesota,56208,Swift
Benson,Minnesota,56215,Swift
Clontarf,Minnesota,56226,Swift
Danvers,Minnesota,56231,Swift
Holloway,Minnesota,56249,Swift
Kerkhoven,Minnesota,56252,Swift
Murdock,Minnesota,56271,Swift
Burtrum,Minnesota,56318,Todd
Grey Eagle,Minnesota,56336,Todd
Long Prairie,Minnesota,56347,Todd
West Union,Minnesota,56389,Todd
Bertha,Minnesota,56437,Todd
Browerville,Minnesota,56438,Todd
Clarissa,Minnesota,56440,Todd
Eagle Bend,Minnesota,56446,Todd
Hewitt,Minnesota,56453,Todd
Staples,Minnesota,56479,Todd
Browns Valley,Minnesota,56219,Traverse
Dumont,Minnesota,56236,Traverse
Wheaton,Minnesota,56296,Traverse
Tintah,Minnesota,56583,Traverse
Lake City,Minnesota,55041,Wabasha
Elgin,Minnesota,55932,Wabasha
Kellogg,Minnesota,55945,Wabasha
Mazeppa,Minnesota,55956,Wabasha
Millville,Minnesota,55957,Wabasha
Plainview,Minnesota,55964,Wabasha
Reads Landing,Minnesota,55968,Wabasha
Wabasha,Minnesota,55981,Wabasha
Zumbro Falls,Minnesota,55991,Wabasha
Aldrich,Minnesota,56434,Wadena
Menahga,Minnesota,56464,Wadena
Sebeka,Minnesota,56477,Wadena
Verndale,Minnesota,56481,Wadena
Wadena,Minnesota,56482,Wadena
Janesville,Minnesota,56048,Waseca
New Richland,Minnesota,56072,Waseca
Waldorf,Minnesota,56091,Waseca
Waseca,Minnesota,56093,Waseca
Afton,Minnesota,55001,Washington
Bayport,Minnesota,55003,Washington
Cottage Grove,Minnesota,55016,Washington
Forest Lake,Minnesota,55025,Washington
Hugo,Minnesota,55038,Washington
Lake Elmo,Minnesota,55042,Washington
Lakeland,Minnesota,55043,Washington
Marine On Saint Croix,Minnesota,55047,Washington
Newport,Minnesota,55055,Washington
Saint Paul Park,Minnesota,55071,Washington
Scandia,Minnesota,55073,Washington
Stillwater,Minnesota,55082,Washington
Stillwater,Minnesota,55083,Washington
Willernie,Minnesota,55090,Washington
Saint Paul,Minnesota,55115,Washington
Saint Paul,Minnesota,55125,Washington
Saint Paul,Minnesota,55128,Washington
Saint Paul,Minnesota,55129,Washington
Darfur,Minnesota,56022,Watonwan
La Salle,Minnesota,56056,Watonwan
Lewisville,Minnesota,56060,Watonwan
Madelia,Minnesota,56062,Watonwan
Saint James,Minnesota,56081,Watonwan
Butterfield,Minnesota,56120,Watonwan
Odin,Minnesota,56160,Watonwan
Breckenridge,Minnesota,56520,Wilkin
Campbell,Minnesota,56522,Wilkin
Foxhome,Minnesota,56543,Wilkin
Kent,Minnesota,56553,Wilkin
Nashua,Minnesota,56565,Wilkin
Rothsay,Minnesota,56579,Wilkin
Wolverton,Minnesota,56594,Wilkin
Altura,Minnesota,55910,Winona
Dakota,Minnesota,55925,Winona
Homer,Minnesota,55942,Winona
Lewiston,Minnesota,55952,Winona
Minnesota City,Minnesota,55959,Winona
Rollingstone,Minnesota,55969,Winona
Saint Charles,Minnesota,55972,Winona
Utica,Minnesota,55979,Winona
Winona,Minnesota,55987,Winona
Stockton,Minnesota,55988,Winona
Albertville,Minnesota,55301,Wright
Annandale,Minnesota,55302,Wright
Buffalo,Minnesota,55313,Wright
Clearwater,Minnesota,55320,Wright
Cokato,Minnesota,55321,Wright
Delano,Minnesota,55328,Wright
Hanover,Minnesota,55341,Wright
Howard Lake,Minnesota,55349,Wright
Maple Lake,Minnesota,55358,Wright
Monticello,Minnesota,55362,Wright
Montrose,Minnesota,55363,Wright
Rockford,Minnesota,55373,Wright
Saint Michael,Minnesota,55376,Wright
Silver Creek,Minnesota,55380,Wright
South Haven,Minnesota,55382,Wright
Waverly,Minnesota,55390,Wright
Maple Plain,Minnesota,55592,Wright
Canby,Minnesota,56220,Yellow Medicine
Clarkfield,Minnesota,56223,Yellow Medicine
Echo,Minnesota,56237,Yellow Medicine
Granite Falls,Minnesota,56241,Yellow Medicine
Hanley Falls,Minnesota,56245,Yellow Medicine
Porter,Minnesota,56280,Yellow Medicine
Wood Lake,Minnesota,56297,Yellow Medicine
Kirksville,Missouri,63501,Adair
Brashear,Missouri,63533,Adair
Gibbs,Missouri,63540,Adair
Greentop,Missouri,63546,Adair
Novinger,Missouri,63559,Adair
Amazonia,Missouri,64421,Andrew
Bolckow,Missouri,64427,Andrew
Cosby,Missouri,64436,Andrew
Fillmore,Missouri,64449,Andrew
Helena,Missouri,64459,Andrew
Rea,Missouri,64480,Andrew
Rosendale,Missouri,64483,Andrew
Savannah,Missouri,64485,Andrew
Saint Joseph,Missouri,64506,Andrew
Fairfax,Missouri,64446,Atchison
Rock Port,Missouri,64482,Atchison
Tarkio,Missouri,64491,Atchison
Watson,Missouri,64496,Atchison
Westboro,Missouri,64498,Atchison
Farber,Missouri,63345,Audrain
Laddonia,Missouri,63352,Audrain
Vandalia,Missouri,63382,Audrain
Benton City,Missouri,65232,Audrain
Martinsburg,Missouri,65264,Audrain
Mexico,Missouri,65265,Audrain
Rush Hill,Missouri,65280,Audrain
Thompson,Missouri,65285,Audrain
Wheaton,Missouri,64874,Barry
Butterfield,Missouri,65623,Barry
Cassville,Missouri,65625,Barry
Eagle Rock,Missouri,65641,Barry
Exeter,Missouri,65647,Barry
Golden,Missouri,65658,Barry
Monett,Missouri,65708,Barry
Purdy,Missouri,65734,Barry
Seligman,Missouri,65745,Barry
Shell Knob,Missouri,65747,Barry
Washburn,Missouri,65772,Barry
Golden City,Missouri,64748,Barton
Lamar,Missouri,64759,Barton
Liberal,Missouri,64762,Barton
Milford,Missouri,64766,Barton
Mindenmines,Missouri,64769,Barton
Adrian,Missouri,64720,Bates
Amoret,Missouri,64722,Bates
Amsterdam,Missouri,64723,Bates
Butler,Missouri,64730,Bates
Drexel,Missouri,64742,Bates
Foster,Missouri,64745,Bates
Hume,Missouri,64752,Bates
Rich Hill,Missouri,64779,Bates
Rockville,Missouri,64780,Bates
Cole Camp,Missouri,65325,Benton
Edwards,Missouri,65326,Benton
Ionia,Missouri,65335,Benton
Lincoln,Missouri,65338,Benton
Warsaw,Missouri,65355,Benton
Patton,Missouri,63662,Bollinger
Gipsy,Missouri,63750,Bollinger
Glenallen,Missouri,63751,Bollinger
Leopold,Missouri,63760,Bollinger
Marble Hill,Missouri,63764,Bollinger
Sedgewickville,Missouri,63781,Bollinger
Sturdivant,Missouri,63782,Bollinger
Zalma,Missouri,63787,Bollinger
Ashland,Missouri,65010,Boone
Hartsburg,Missouri,65039,Boone
Columbia,Missouri,65201,Boone
Columbia,Missouri,65202,Boone
Columbia,Missouri,65203,Boone
Columbia,Missouri,65205,Boone
Columbia,Missouri,65211,Boone
Columbia,Missouri,65212,Boone
Columbia,Missouri,65215,Boone
Columbia,Missouri,65216,Boone
Columbia,Missouri,65217,Boone
Columbia,Missouri,65218,Boone
Centralia,Missouri,65240,Boone
Hallsville,Missouri,65255,Boone
Harrisburg,Missouri,65256,Boone
Rocheport,Missouri,65279,Boone
Sturgeon,Missouri,65284,Boone
Mid Missouri,Missouri,65299,Boone
Agency,Missouri,64401,Buchanan
De Kalb,Missouri,64440,Buchanan
Easton,Missouri,64443,Buchanan
Faucett,Missouri,64448,Buchanan
Rushville,Missouri,64484,Buchanan
Saint Joseph,Missouri,64501,Buchanan
Saint Joseph,Missouri,64502,Buchanan
Saint Joseph,Missouri,64503,Buchanan
Saint Joseph,Missouri,64504,Buchanan
Saint Joseph,Missouri,64505,Buchanan
Saint Joseph,Missouri,64507,Buchanan
Saint Joseph,Missouri,64508,Buchanan
Poplar Bluff,Missouri,63901,Butler
Poplar Bluff,Missouri,63902,Butler
Broseley,Missouri,63932,Butler
Fagus,Missouri,63938,Butler
Fisk,Missouri,63940,Butler
Harviell,Missouri,63945,Butler
Neelyville,Missouri,63954,Butler
Qulin,Missouri,63961,Butler
Rombauer,Missouri,63962,Butler
Braymer,Missouri,64624,Caldwell
Breckenridge,Missouri,64625,Caldwell
Cowgill,Missouri,64637,Caldwell
Hamilton,Missouri,64644,Caldwell
Kidder,Missouri,64649,Caldwell
Kingston,Missouri,64650,Caldwell
Polo,Missouri,64671,Caldwell
Williamsburg,Missouri,63388,Callaway
Holts Summit,Missouri,65043,Callaway
Mokane,Missouri,65059,Callaway
New Bloomfield,Missouri,65063,Callaway
Portland,Missouri,65067,Callaway
Steedman,Missouri,65077,Callaway
Tebbetts,Missouri,65080,Callaway
Auxvasse,Missouri,65231,Callaway
Fulton,Missouri,65251,Callaway
Kingdom City,Missouri,65262,Callaway
Camdenton,Missouri,65020,Camden
Lake Ozark,Missouri,65049,Camden
Linn Creek,Missouri,65052,Camden
Osage Beach,Missouri,65065,Camden
Sunrise Beach,Missouri,65079,Camden
Climax Springs,Missouri,65324,Camden
Stoutland,Missouri,65567,Camden
Montreal,Missouri,65591,Camden
Macks Creek,Missouri,65786,Camden
Roach,Missouri,65787,Camden
Cape Girardeau,Missouri,63701,Cape Girardeau
Cape Girardeau,Missouri,63702,Cape Girardeau
Cape Girardeau,Missouri,63703,Cape Girardeau
Burfordville,Missouri,63739,Cape Girardeau
Daisy,Missouri,63743,Cape Girardeau
Delta,Missouri,63744,Cape Girardeau
Dutchtown,Missouri,63745,Cape Girardeau
Friedheim,Missouri,63747,Cape Girardeau
Gordonville,Missouri,63752,Cape Girardeau
Jackson,Missouri,63755,Cape Girardeau
Millersville,Missouri,63766,Cape Girardeau
Oak Ridge,Missouri,63769,Cape Girardeau
Old Appleton,Missouri,63770,Cape Girardeau
Pocahontas,Missouri,63779,Cape Girardeau
Whitewater,Missouri,63785,Cape Girardeau
Bogard,Missouri,64622,Carroll
Bosworth,Missouri,64623,Carroll
Carrollton,Missouri,64633,Carroll
De Witt,Missouri,64639,Carroll
Hale,Missouri,64643,Carroll
Norborne,Missouri,64668,Carroll
Stet,Missouri,64680,Carroll
Tina,Missouri,64682,Carroll
Ellsinore,Missouri,63937,Carter
Fremont,Missouri,63941,Carter
Grandin,Missouri,63943,Carter
Van Buren,Missouri,63965,Carter
Belton,Missouri,64012,Cass
Peculiar,Missouri,64078,Cass
Pleasant Hill,Missouri,64080,Cass
Raymore,Missouri,64083,Cass
Strasburg,Missouri,64090,Cass
Harrisonville,Missouri,64701,Cass
Archie,Missouri,64725,Cass
Cleveland,Missouri,64734,Cass
Creighton,Missouri,64739,Cass
East Lynne,Missouri,64743,Cass
Freeman,Missouri,64746,Cass
Garden City,Missouri,64747,Cass
El Dorado Springs,Missouri,64744,Cedar
Jerico Springs,Missouri,64756,Cedar
Caplinger Mills,Missouri,65607,Cedar
Stockton,Missouri,65785,Cedar
Mendon,Missouri,64660,Chariton
Rothville,Missouri,64676,Chariton
Sumner,Missouri,64681,Chariton
Brunswick,Missouri,65236,Chariton
Dalton,Missouri,65246,Chariton
Keytesville,Missouri,65261,Chariton
Salisbury,Missouri,65281,Chariton
Triplett,Missouri,65286,Chariton
Billings,Missouri,65610,Christian
Bruner,Missouri,65620,Christian
Chadwick,Missouri,65629,Christian
Chestnutridge,Missouri,65630,Christian
Clever,Missouri,65631,Christian
Garrison,Missouri,65657,Christian
Highlandville,Missouri,65669,Christian
Nixa,Missouri,65714,Christian
Oldfield,Missouri,65720,Christian
Ozark,Missouri,65721,Christian
Sparta,Missouri,65753,Christian
Spokane,Missouri,65754,Christian
Alexandria,Missouri,63430,Clark
Kahoka,Missouri,63445,Clark
Luray,Missouri,63453,Clark
Revere,Missouri,63465,Clark
Saint Patrick,Missouri,63466,Clark
Wayland,Missouri,63472,Clark
Wyaconda,Missouri,63474,Clark
Excelsior Springs,Missouri,64024,Clay
Holt,Missouri,64048,Clay
Kearney,Missouri,64060,Clay
Liberty,Missouri,64068,Clay
Liberty,Missouri,64069,Clay
